"ID";"RegioS";"Perioden";"BevolkingAanHetBeginVanDePeriode_1";"BevolkingAanHetEindeVanDePeriode_15"
"62605";"GM0236";"2023JJ00";;
"62618";"GM0236";"2024JJ00";;
"62636";"GM0781";"2002JJ00";"28180";"27944"
"62649";"GM0781";"2003JJ00";"27944";"27675"
"62662";"GM0781";"2004JJ00";;
"62675";"GM0781";"2005JJ00";;
"62688";"GM0781";"2006JJ00";;
"62701";"GM0781";"2007JJ00";;
"62714";"GM0781";"2008JJ00";;
"62727";"GM0781";"2009JJ00";;
"62740";"GM0781";"2010JJ00";;
"62753";"GM0781";"2011JJ00";;
"62766";"GM0781";"2012JJ00";;
"62779";"GM0781";"2013JJ00";;
"62792";"GM0781";"2014JJ00";;
"62805";"GM0781";"2015JJ00";;
"62818";"GM0781";"2016JJ00";;
"62831";"GM0781";"2017JJ00";;
"62844";"GM0781";"2018JJ00";;
"62857";"GM0781";"2019JJ00";;
"62870";"GM0781";"2020JJ00";;
"62883";"GM0781";"2021JJ00";;
"62896";"GM0781";"2022JJ00";;
"62909";"GM0781";"2023JJ00";;
"62922";"GM0781";"2024JJ00";;
"62940";"GM1771";"2002JJ00";;
"62953";"GM1771";"2003JJ00";;
"62966";"GM1771";"2004JJ00";"37680";"37846"
"62979";"GM1771";"2005JJ00";"37846";"37738"
"62992";"GM1771";"2006JJ00";"37738";"37823"
"63005";"GM1771";"2007JJ00";"37823";"37982"
"63018";"GM1771";"2008JJ00";"37982";"37996"
"63031";"GM1771";"2009JJ00";"37996";"38117"
"63044";"GM1771";"2010JJ00";"38117";"38389"
"63057";"GM1771";"2011JJ00";"38389";"38671"
"63070";"GM1771";"2012JJ00";"38671";"38768"
"63083";"GM1771";"2013JJ00";"38768";"38854"
"63096";"GM1771";"2014JJ00";"38854";"38879"
"63109";"GM1771";"2015JJ00";"38879";"38893"
"63122";"GM1771";"2016JJ00";"38893";"39078"
"63135";"GM1771";"2017JJ00";"39078";"39252"
"63148";"GM1771";"2018JJ00";"39252";"39595"
"63161";"GM1771";"2019JJ00";"39595";"39726"
"63174";"GM1771";"2020JJ00";"39726";"40066"
"63187";"GM1771";"2021JJ00";"40066";"40131"
"63200";"GM1771";"2022JJ00";"40131";"40441"
"63213";"GM1771";"2023JJ00";"40441";"40733"
"63226";"GM1771";"2024JJ00";"40733";"40754"
"63244";"GM1652";"2002JJ00";"27729";"27816"
"63257";"GM1652";"2003JJ00";"27816";"27841"
"63270";"GM1652";"2004JJ00";"27841";"27882"
"63283";"GM1652";"2005JJ00";"27882";"27913"
"63296";"GM1652";"2006JJ00";"27913";"27890"
"63309";"GM1652";"2007JJ00";"27890";"28103"
"63322";"GM1652";"2008JJ00";"28103";"28508"
"63335";"GM1652";"2009JJ00";"28508";"28763"
"63348";"GM1652";"2010JJ00";"28763";"28906"
"63361";"GM1652";"2011JJ00";"28906";"29041"
"63374";"GM1652";"2012JJ00";"29041";"29101"
"63387";"GM1652";"2013JJ00";"29101";"29315"
"63400";"GM1652";"2014JJ00";"29315";"29513"
"63413";"GM1652";"2015JJ00";"29513";"29647"
"63426";"GM1652";"2016JJ00";"29647";"30024"
"63439";"GM1652";"2017JJ00";"30024";"30340"
"63452";"GM1652";"2018JJ00";"30340";"30447"
"63465";"GM1652";"2019JJ00";"30447";"30723"
"63478";"GM1652";"2020JJ00";"30723";"30760"
"63491";"GM1652";"2021JJ00";"30760";"31040"
"63504";"GM1652";"2022JJ00";"31040";"31383"
"63517";"GM1652";"2023JJ00";"31383";"31435"
"63530";"GM1652";"2024JJ00";"31435";"31541"
"63548";"GM0237";"2002JJ00";"21033";"20976"
"63561";"GM0237";"2003JJ00";"20976";"20846"
"63574";"GM0237";"2004JJ00";"20846";"20892"
"63587";"GM0237";"2005JJ00";;
"63600";"GM0237";"2006JJ00";;
"63613";"GM0237";"2007JJ00";;
"63626";"GM0237";"2008JJ00";;
"63639";"GM0237";"2009JJ00";;
"63652";"GM0237";"2010JJ00";;
"63665";"GM0237";"2011JJ00";;
"63678";"GM0237";"2012JJ00";;
"63691";"GM0237";"2013JJ00";;
"63704";"GM0237";"2014JJ00";;
"63717";"GM0237";"2015JJ00";;
"63730";"GM0237";"2016JJ00";;
"63743";"GM0237";"2017JJ00";;
"63756";"GM0237";"2018JJ00";;
"63769";"GM0237";"2019JJ00";;
"63782";"GM0237";"2020JJ00";;
"63795";"GM0237";"2021JJ00";;
"63808";"GM0237";"2022JJ00";;
"63821";"GM0237";"2023JJ00";;
"63834";"GM0237";"2024JJ00";;
"63852";"GM0907";"2002JJ00";"16847";"16867"
"63865";"GM0907";"2003JJ00";"16867";"16754"
"63878";"GM0907";"2004JJ00";"16754";"16823"
"63891";"GM0907";"2005JJ00";"16823";"16742"
"63904";"GM0907";"2006JJ00";"16742";"16863"
"63917";"GM0907";"2007JJ00";"16863";"16890"
"63930";"GM0907";"2008JJ00";"16890";"17101"
"63943";"GM0907";"2009JJ00";"17101";"17153"
"63956";"GM0907";"2010JJ00";"17153";"17383"
"63969";"GM0907";"2011JJ00";"17383";"17367"
"63982";"GM0907";"2012JJ00";"17367";"17319"
"63995";"GM0907";"2013JJ00";"17319";"17286"
"64008";"GM0907";"2014JJ00";"17286";"17280"
"64021";"GM0907";"2015JJ00";"17280";"17085"
"64034";"GM0907";"2016JJ00";"17085";"17129"
"64047";"GM0907";"2017JJ00";"17129";"17052"
"64060";"GM0907";"2018JJ00";"17052";"17071"
"64073";"GM0907";"2019JJ00";"17071";"16921"
"64086";"GM0907";"2020JJ00";"16921";"17035"
"64099";"GM0907";"2021JJ00";"17035";"17237"
"64112";"GM0907";"2022JJ00";"17237";"17764"
"64125";"GM0907";"2023JJ00";"17764";"17789"
"64138";"GM0907";"2024JJ00";"17789";"17785"
"64156";"GM0689";"2002JJ00";"14257";"14341"
"64169";"GM0689";"2003JJ00";"14341";"14359"
"64182";"GM0689";"2004JJ00";"14359";"14436"
"64195";"GM0689";"2005JJ00";"14436";"14497"
"64208";"GM0689";"2006JJ00";"14497";"14456"
"64221";"GM0689";"2007JJ00";"14456";"14422"
"64234";"GM0689";"2008JJ00";"14422";"14411"
"64247";"GM0689";"2009JJ00";"14411";"14451"
"64260";"GM0689";"2010JJ00";"14451";"14427"
"64273";"GM0689";"2011JJ00";"14427";"14508"
"64286";"GM0689";"2012JJ00";"14508";"14466"
"64299";"GM0689";"2013JJ00";"14466";"14442"
"64312";"GM0689";"2014JJ00";"14442";"14464"
"64325";"GM0689";"2015JJ00";"14464";"14544"
"64338";"GM0689";"2016JJ00";"14544";"14596"
"64351";"GM0689";"2017JJ00";"14596";"14551"
"64364";"GM0689";"2018JJ00";"14551";"14540"
"64377";"GM0689";"2019JJ00";;
"64390";"GM0689";"2020JJ00";;
"64403";"GM0689";"2021JJ00";;
"64416";"GM0689";"2022JJ00";;
"64429";"GM0689";"2023JJ00";;
"64442";"GM0689";"2024JJ00";;
"64460";"GM0784";"2002JJ00";"24737";"24894"
"64473";"GM0784";"2003JJ00";"24894";"25093"
"64486";"GM0784";"2004JJ00";"25093";"25196"
"64499";"GM0784";"2005JJ00";"25196";"25266"
"64512";"GM0784";"2006JJ00";"25266";"25376"
"64525";"GM0784";"2007JJ00";"25376";"25644"
"64538";"GM0784";"2008JJ00";"25644";"25789"
"64551";"GM0784";"2009JJ00";"25789";"25975"
"64564";"GM0784";"2010JJ00";"25975";"25764"
"64577";"GM0784";"2011JJ00";"25764";"25589"
"64590";"GM0784";"2012JJ00";"25589";"25858"
"64603";"GM0784";"2013JJ00";"25858";"26069"
"64616";"GM0784";"2014JJ00";"26069";"26065"
"64629";"GM0784";"2015JJ00";"26065";"26152"
"64642";"GM0784";"2016JJ00";"26152";"26220"
"64655";"GM0784";"2017JJ00";"26220";"26313"
"64668";"GM0784";"2018JJ00";"26313";"26431"
"64681";"GM0784";"2019JJ00";"26431";"26431"
"64694";"GM0784";"2020JJ00";"26431";"26723"
"64707";"GM0784";"2021JJ00";"26723";"26557"
"64720";"GM0784";"2022JJ00";"26557";"26815"
"64733";"GM0784";"2023JJ00";"26815";"27343"
"64746";"GM0784";"2024JJ00";"27343";"28531"
"64764";"GM0511";"2002JJ00";"11363";"11491"
"64777";"GM0511";"2003JJ00";"11491";"11544"
"64790";"GM0511";"2004JJ00";"11544";"11591"
"64803";"GM0511";"2005JJ00";"11591";"11631"
"64816";"GM0511";"2006JJ00";"11631";"11646"
"64829";"GM0511";"2007JJ00";"11646";"11589"
"64842";"GM0511";"2008JJ00";"11589";"11505"
"64855";"GM0511";"2009JJ00";"11505";"11420"
"64868";"GM0511";"2010JJ00";"11420";"11409"
"64881";"GM0511";"2011JJ00";"11409";"11380"
"64894";"GM0511";"2012JJ00";"11380";"11329"
"64907";"GM0511";"2013JJ00";;
"64920";"GM0511";"2014JJ00";;
"64933";"GM0511";"2015JJ00";;
"64946";"GM0511";"2016JJ00";;
"64959";"GM0511";"2017JJ00";;
"64972";"GM0511";"2018JJ00";;
"64985";"GM0511";"2019JJ00";;
"64998";"GM0511";"2020JJ00";;
"65011";"GM0511";"2021JJ00";;
"65024";"GM0511";"2022JJ00";;
"65037";"GM0511";"2023JJ00";;
"65050";"GM0511";"2024JJ00";;
"65068";"GM1924";"2002JJ00";;
"65081";"GM1924";"2003JJ00";;
"65094";"GM1924";"2004JJ00";;
"65107";"GM1924";"2005JJ00";;
"65120";"GM1924";"2006JJ00";;
"65133";"GM1924";"2007JJ00";;
"65146";"GM1924";"2008JJ00";;
"65159";"GM1924";"2009JJ00";;
"65172";"GM1924";"2010JJ00";;
"65185";"GM1924";"2011JJ00";;
"65198";"GM1924";"2012JJ00";;
"65211";"GM1924";"2013JJ00";"48259";"48245"
"65224";"GM1924";"2014JJ00";"48245";"48206"
"65237";"GM1924";"2015JJ00";"48206";"48321"
"65250";"GM1924";"2016JJ00";"48321";"48653"
"65263";"GM1924";"2017JJ00";"48653";"49129"
"65276";"GM1924";"2018JJ00";"49129";"49611"
"65289";"GM1924";"2019JJ00";"49611";"50049"
"65302";"GM1924";"2020JJ00";"50049";"50589"
"65315";"GM1924";"2021JJ00";"50589";"51051"
"65328";"GM1924";"2022JJ00";"51051";"51590"
"65341";"GM1924";"2023JJ00";"51590";"51867"
"65354";"GM1924";"2024JJ00";"51867";"52185"
"65372";"GM0664";"2002JJ00";"36047";"36251"
"65385";"GM0664";"2003JJ00";"36251";"36591"
"65398";"GM0664";"2004JJ00";"36591";"36783"
"65411";"GM0664";"2005JJ00";"36783";"36690"
"65424";"GM0664";"2006JJ00";"36690";"36600"
"65437";"GM0664";"2007JJ00";"36600";"36706"
"65450";"GM0664";"2008JJ00";"36706";"36754"
"65463";"GM0664";"2009JJ00";"36754";"36605"
"65476";"GM0664";"2010JJ00";"36605";"36665"
"65489";"GM0664";"2011JJ00";"36665";"36921"
"65502";"GM0664";"2012JJ00";"36921";"36971"
"65515";"GM0664";"2013JJ00";"36971";"36954"
"65528";"GM0664";"2014JJ00";"36954";"37153"
"65541";"GM0664";"2015JJ00";"37153";"37207"
"65554";"GM0664";"2016JJ00";"37207";"37274"
"65567";"GM0664";"2017JJ00";"37274";"37636"
"65580";"GM0664";"2018JJ00";"37636";"37653"
"65593";"GM0664";"2019JJ00";"37653";"38082"
"65606";"GM0664";"2020JJ00";"38082";"38594"
"65619";"GM0664";"2021JJ00";"38594";"38950"
"65632";"GM0664";"2022JJ00";"38950";"39433"
"65645";"GM0664";"2023JJ00";"39433";"39682"
"65658";"GM0664";"2024JJ00";"39682";"40120"
"65676";"GM0785";"2002JJ00";"22517";"22510"
"65689";"GM0785";"2003JJ00";"22510";"22578"
"65702";"GM0785";"2004JJ00";"22578";"22392"
"65715";"GM0785";"2005JJ00";"22392";"22146"
"65728";"GM0785";"2006JJ00";"22146";"22084"
"65741";"GM0785";"2007JJ00";"22084";"22319"
"65754";"GM0785";"2008JJ00";"22319";"22466"
"65767";"GM0785";"2009JJ00";"22466";"22761"
"65780";"GM0785";"2010JJ00";"22761";"22807"
"65793";"GM0785";"2011JJ00";"22807";"22805"
"65806";"GM0785";"2012JJ00";"22805";"22933"
"65819";"GM0785";"2013JJ00";"22933";"23098"
"65832";"GM0785";"2014JJ00";"23098";"23014"
"65845";"GM0785";"2015JJ00";"23014";"23111"
"65858";"GM0785";"2016JJ00";"23111";"23317"
"65871";"GM0785";"2017JJ00";"23317";"23554"
"65884";"GM0785";"2018JJ00";"23621";"23793"
"65897";"GM0785";"2019JJ00";"23793";"23904"
"65910";"GM0785";"2020JJ00";"23904";"23952"
"65923";"GM0785";"2021JJ00";"23952";"23979"
"65936";"GM0785";"2022JJ00";"23979";"24177"
"65949";"GM0785";"2023JJ00";"24177";"24327"
"65962";"GM0785";"2024JJ00";"24327";"24468"
"65980";"GM1942";"2002JJ00";;
"65993";"GM1942";"2003JJ00";;
"66006";"GM1942";"2004JJ00";;
"66019";"GM1942";"2005JJ00";;
"66032";"GM1942";"2006JJ00";;
"66045";"GM1942";"2007JJ00";;
"66058";"GM1942";"2008JJ00";;
"66071";"GM1942";"2009JJ00";;
"66084";"GM1942";"2010JJ00";;
"66097";"GM1942";"2011JJ00";;
"66110";"GM1942";"2012JJ00";;
"66123";"GM1942";"2013JJ00";;
"66136";"GM1942";"2014JJ00";;
"66149";"GM1942";"2015JJ00";;
"66162";"GM1942";"2016JJ00";"56696";"56935"
"66175";"GM1942";"2017JJ00";"56935";"57337"
"66188";"GM1942";"2018JJ00";"57337";"57715"
"66201";"GM1942";"2019JJ00";"57715";"58055"
"66214";"GM1942";"2020JJ00";"58055";"58524"
"66227";"GM1942";"2021JJ00";"58524";"58846"
"66240";"GM1942";"2022JJ00";"58846";"60341"
"66253";"GM1942";"2023JJ00";"60341";"60370"
"66266";"GM1942";"2024JJ00";"60370";"61003"
"66284";"GM0512";"2002JJ00";"34324";"34509"
"66297";"GM0512";"2003JJ00";"34509";"34623"
"66310";"GM0512";"2004JJ00";"34623";"34352"
"66323";"GM0512";"2005JJ00";"34352";"34250"
"66336";"GM0512";"2006JJ00";"34250";"34288"
"66349";"GM0512";"2007JJ00";"34288";"34472"
"66362";"GM0512";"2008JJ00";"34472";"34554"
"66375";"GM0512";"2009JJ00";"34554";"34663"
"66388";"GM0512";"2010JJ00";"34663";"34895"
"66401";"GM0512";"2011JJ00";"34895";"35083"
"66414";"GM0512";"2012JJ00";"35083";"35128"
"66427";"GM0512";"2013JJ00";"35128";"35242"
"66440";"GM0512";"2014JJ00";"35242";"35338"
"66453";"GM0512";"2015JJ00";"35338";"35260"
"66466";"GM0512";"2016JJ00";"35260";"35755"
"66479";"GM0512";"2017JJ00";"35755";"36284"
"66492";"GM0512";"2018JJ00";"36284";"36682"
"66505";"GM0512";"2019JJ00";"36682";"37022"
"66518";"GM0512";"2020JJ00";"37022";"37410"
"66531";"GM0512";"2021JJ00";"37410";"37632"
"66544";"GM0512";"2022JJ00";"37632";"38461"
"66557";"GM0512";"2023JJ00";"38461";"38671"
"66570";"GM0512";"2024JJ00";"38671";"38842"
"66588";"GM0239";"2002JJ00";"13375";"13365"
"66601";"GM0239";"2003JJ00";"13365";"13379"
"66614";"GM0239";"2004JJ00";"13379";"13516"
"66627";"GM0239";"2005JJ00";;
"66640";"GM0239";"2006JJ00";;
"66653";"GM0239";"2007JJ00";;
"66666";"GM0239";"2008JJ00";;
"66679";"GM0239";"2009JJ00";;
"66692";"GM0239";"2010JJ00";;
"66705";"GM0239";"2011JJ00";;
"66718";"GM0239";"2012JJ00";;
"66731";"GM0239";"2013JJ00";;
"66744";"GM0239";"2014JJ00";;
"66757";"GM0239";"2015JJ00";;
"66770";"GM0239";"2016JJ00";;
"66783";"GM0239";"2017JJ00";;
"66796";"GM0239";"2018JJ00";;
"66809";"GM0239";"2019JJ00";;
"66822";"GM0239";"2020JJ00";;
"66835";"GM0239";"2021JJ00";;
"66848";"GM0239";"2022JJ00";;
"66861";"GM0239";"2023JJ00";;
"66874";"GM0239";"2024JJ00";;
"66892";"GM0513";"2002JJ00";"71688";"71641"
"66905";"GM0513";"2003JJ00";"71641";"71797"
"66918";"GM0513";"2004JJ00";"71797";"71781"
"66931";"GM0513";"2005JJ00";"71781";"71386"
"66944";"GM0513";"2006JJ00";"71386";"70953"
"66957";"GM0513";"2007JJ00";"70953";"70857"
"66970";"GM0513";"2008JJ00";"70857";"70828"
"66983";"GM0513";"2009JJ00";"70828";"71122"
"66996";"GM0513";"2010JJ00";"71122";"71047"
"67009";"GM0513";"2011JJ00";"71047";"71235"
"67022";"GM0513";"2012JJ00";"71235";"70904"
"67035";"GM0513";"2013JJ00";"70904";"70941"
"67048";"GM0513";"2014JJ00";"70941";"71105"
"67061";"GM0513";"2015JJ00";"71105";"71189"
"67074";"GM0513";"2016JJ00";"71189";"71752"
"67087";"GM0513";"2017JJ00";"71752";"72700"
"67100";"GM0513";"2018JJ00";"72700";"73181"
"67113";"GM0513";"2019JJ00";"73181";"73427"
"67126";"GM0513";"2020JJ00";"73427";"73681"
"67139";"GM0513";"2021JJ00";"73681";"74095"
"67152";"GM0513";"2022JJ00";"74095";"75316"
"67165";"GM0513";"2023JJ00";"75316";"75758"
"67178";"GM0513";"2024JJ00";"75758";"76514"
"67196";"GM0693";"2002JJ00";"9632";"9669"
"67209";"GM0693";"2003JJ00";"9669";"9697"
"67222";"GM0693";"2004JJ00";"9697";"9685"
"67235";"GM0693";"2005JJ00";"9685";"9730"
"67248";"GM0693";"2006JJ00";"9730";"9755"
"67261";"GM0693";"2007JJ00";"9755";"9796"
"67274";"GM0693";"2008JJ00";"9796";"9808"
"67287";"GM0693";"2009JJ00";"9808";"9804"
"67300";"GM0693";"2010JJ00";"9804";"9807"
"67313";"GM0693";"2011JJ00";"9807";"9795"
"67326";"GM0693";"2012JJ00";"9795";"9894"
"67339";"GM0693";"2013JJ00";;
"67352";"GM0693";"2014JJ00";;
"67365";"GM0693";"2015JJ00";;
"67378";"GM0693";"2016JJ00";;
"67391";"GM0693";"2017JJ00";;
"67404";"GM0693";"2018JJ00";;
"67417";"GM0693";"2019JJ00";;
"67430";"GM0693";"2020JJ00";;
"67443";"GM0693";"2021JJ00";;
"67456";"GM0693";"2022JJ00";;
"67469";"GM0693";"2023JJ00";;
"67482";"GM0693";"2024JJ00";;
"67500";"GM0365";"2002JJ00";"6386";"6345"
"67513";"GM0365";"2003JJ00";"6345";"6486"
"67526";"GM0365";"2004JJ00";"6486";"6537"
"67539";"GM0365";"2005JJ00";"6537";"6579"
"67552";"GM0365";"2006JJ00";"6579";"6591"
"67565";"GM0365";"2007JJ00";"6591";"6539"
"67578";"GM0365";"2008JJ00";"6539";"6465"
"67591";"GM0365";"2009JJ00";"6465";"6489"
"67604";"GM0365";"2010JJ00";"6489";"6483"
"67617";"GM0365";"2011JJ00";"6483";"6436"
"67630";"GM0365";"2012JJ00";"6436";"6429"
"67643";"GM0365";"2013JJ00";"6429";"6452"
"67656";"GM0365";"2014JJ00";"6452";"6406"
"67669";"GM0365";"2015JJ00";;
"67682";"GM0365";"2016JJ00";;
"67695";"GM0365";"2017JJ00";;
"67708";"GM0365";"2018JJ00";;
"67721";"GM0365";"2019JJ00";;
"67734";"GM0365";"2020JJ00";;
"67747";"GM0365";"2021JJ00";;
"67760";"GM0365";"2022JJ00";;
"67773";"GM0365";"2023JJ00";;
"67786";"GM0365";"2024JJ00";;
"67804";"GM0786";"2002JJ00";"12752";"12723"
"67817";"GM0786";"2003JJ00";"12723";"12861"
"67830";"GM0786";"2004JJ00";"12861";"12858"
"67843";"GM0786";"2005JJ00";"12858";"12868"
"67856";"GM0786";"2006JJ00";"12868";"12820"
"67869";"GM0786";"2007JJ00";"12820";"12717"
"67882";"GM0786";"2008JJ00";"12717";"12673"
"67895";"GM0786";"2009JJ00";"12673";"12917"
"67908";"GM0786";"2010JJ00";"12917";"13031"
"67921";"GM0786";"2011JJ00";"13031";"12799"
"67934";"GM0786";"2012JJ00";"12799";"12731"
"67947";"GM0786";"2013JJ00";"12731";"12695"
"67960";"GM0786";"2014JJ00";"12695";"12840"
"67973";"GM0786";"2015JJ00";"12840";"12643"
"67986";"GM0786";"2016JJ00";"12643";"12370"
"67999";"GM0786";"2017JJ00";"12370";"12419"
"68012";"GM0786";"2018JJ00";"12419";"12483"
"68025";"GM0786";"2019JJ00";"12483";"12436"
"68038";"GM0786";"2020JJ00";"12436";"12486"
"68051";"GM0786";"2021JJ00";"12486";"12462"
"68064";"GM0786";"2022JJ00";;
"68077";"GM0786";"2023JJ00";;
"68090";"GM0786";"2024JJ00";;
"68108";"GM0517";"2002JJ00";"8772";"8902"
"68121";"GM0517";"2003JJ00";"8902";"8875"
"68134";"GM0517";"2004JJ00";"8875";"8921"
"68147";"GM0517";"2005JJ00";"8921";"8944"
"68160";"GM0517";"2006JJ00";"8944";"9035"
"68173";"GM0517";"2007JJ00";;
"68186";"GM0517";"2008JJ00";;
"68199";"GM0517";"2009JJ00";;
"68212";"GM0517";"2010JJ00";;
"68225";"GM0517";"2011JJ00";;
"68238";"GM0517";"2012JJ00";;
"68251";"GM0517";"2013JJ00";;
"68264";"GM0517";"2014JJ00";;
"68277";"GM0517";"2015JJ00";;
"68290";"GM0517";"2016JJ00";;
"68303";"GM0517";"2017JJ00";;
"68316";"GM0517";"2018JJ00";;
"68329";"GM0517";"2019JJ00";;
"68342";"GM0517";"2020JJ00";;
"68355";"GM0517";"2021JJ00";;
"68368";"GM0517";"2022JJ00";;
"68381";"GM0517";"2023JJ00";;
"68394";"GM0517";"2024JJ00";;
"68412";"GM0518";"2002JJ00";"457726";"463826"
"68425";"GM0518";"2003JJ00";"463826";"469059"
"68438";"GM0518";"2004JJ00";"469059";"472096"
"68451";"GM0518";"2005JJ00";"472096";"475627"
"68464";"GM0518";"2006JJ00";"475627";"473941"
"68477";"GM0518";"2007JJ00";"473941";"475681"
"68490";"GM0518";"2008JJ00";"475681";"481864"
"68503";"GM0518";"2009JJ00";"481864";"488553"
"68516";"GM0518";"2010JJ00";"488553";"495083"
"68529";"GM0518";"2011JJ00";"495083";"502055"
"68542";"GM0518";"2012JJ00";"502055";"505856"
"68555";"GM0518";"2013JJ00";"505856";"508940"
"68568";"GM0518";"2014JJ00";"508940";"514861"
"68581";"GM0518";"2015JJ00";"514861";"519988"
"68594";"GM0518";"2016JJ00";"519988";"524882"
"68607";"GM0518";"2017JJ00";"524882";"532561"
"68620";"GM0518";"2018JJ00";"532561";"537833"
"68633";"GM0518";"2019JJ00";"537833";"545838"
"68646";"GM0518";"2020JJ00";"545838";"548320"
"68659";"GM0518";"2021JJ00";"548320";"553417"
"68672";"GM0518";"2022JJ00";"553417";"562839"
"68685";"GM0518";"2023JJ00";"562839";"566221"
"68698";"GM0518";"2024JJ00";"566221";"568945"
"68716";"GM0519";"2002JJ00";"19417";"19474"
"68729";"GM0519";"2003JJ00";"19474";"19560"
"68742";"GM0519";"2004JJ00";;
"68755";"GM0519";"2005JJ00";;
"68768";"GM0519";"2006JJ00";;
"68781";"GM0519";"2007JJ00";;
"68794";"GM0519";"2008JJ00";;
"68807";"GM0519";"2009JJ00";;
"68820";"GM0519";"2010JJ00";;
"68833";"GM0519";"2011JJ00";;
"68846";"GM0519";"2012JJ00";;
"68859";"GM0519";"2013JJ00";;
"68872";"GM0519";"2014JJ00";;
"68885";"GM0519";"2015JJ00";;
"68898";"GM0519";"2016JJ00";;
"68911";"GM0519";"2017JJ00";;
"68924";"GM0519";"2018JJ00";;
"68937";"GM0519";"2019JJ00";;
"68950";"GM0519";"2020JJ00";;
"68963";"GM0519";"2021JJ00";;
"68976";"GM0519";"2022JJ00";;
"68989";"GM0519";"2023JJ00";;
"69002";"GM0519";"2024JJ00";;
"69020";"GM0240";"2002JJ00";"9415";"9565"
"69033";"GM0240";"2003JJ00";"9565";"9484"
"69046";"GM0240";"2004JJ00";"9484";"9527"
"69059";"GM0240";"2005JJ00";"30416";"30021"
"69072";"GM0240";"2006JJ00";"30021";"29853"
"69085";"GM0240";"2007JJ00";;
"69098";"GM0240";"2008JJ00";;
"69111";"GM0240";"2009JJ00";;
"69124";"GM0240";"2010JJ00";;
"69137";"GM0240";"2011JJ00";;
"69150";"GM0240";"2012JJ00";;
"69163";"GM0240";"2013JJ00";;
"69176";"GM0240";"2014JJ00";;
"69189";"GM0240";"2015JJ00";;
"69202";"GM0240";"2016JJ00";;
"69215";"GM0240";"2017JJ00";;
"69228";"GM0240";"2018JJ00";;
"69241";"GM0240";"2019JJ00";;
"69254";"GM0240";"2020JJ00";;
"69267";"GM0240";"2021JJ00";;
"69280";"GM0240";"2022JJ00";;
"69293";"GM0240";"2023JJ00";;
"69306";"GM0240";"2024JJ00";;
"69324";"GM0241";"2002JJ00";"19050";"18939"
"69337";"GM0241";"2003JJ00";"18939";"18839"
"69350";"GM0241";"2004JJ00";"18839";"18773"
"69363";"GM0241";"2005JJ00";"18773";"18826"
"69376";"GM0241";"2006JJ00";"18826";"18907"
"69389";"GM0241";"2007JJ00";"18907";"18976"
"69402";"GM0241";"2008JJ00";"18976";"18981"
"69415";"GM0241";"2009JJ00";"18981";"18923"
"69428";"GM0241";"2010JJ00";"18923";"18870"
"69441";"GM0241";"2011JJ00";"18870";"18884"
"69454";"GM0241";"2012JJ00";"18884";"19009"
"69467";"GM0241";"2013JJ00";"19009";"18977"
"69480";"GM0241";"2014JJ00";"18977";"18963"
"69493";"GM0241";"2015JJ00";"34258";"34574"
"69506";"GM0241";"2016JJ00";;
"69519";"GM0241";"2017JJ00";;
"69532";"GM0241";"2018JJ00";;
"69545";"GM0241";"2019JJ00";;
"69558";"GM0241";"2020JJ00";;
"69571";"GM0241";"2021JJ00";;
"69584";"GM0241";"2022JJ00";;
"69597";"GM0241";"2023JJ00";;
"69610";"GM0241";"2024JJ00";;
"69628";"GM0014";"2002JJ00";"175569";"177172"
"69641";"GM0014";"2003JJ00";"177172";"179185"
"69654";"GM0014";"2004JJ00";"179185";"180604"
"69667";"GM0014";"2005JJ00";"180604";"180729"
"69680";"GM0014";"2006JJ00";"180729";"181613"
"69693";"GM0014";"2007JJ00";"181613";"182484"
"69706";"GM0014";"2008JJ00";"182484";"184227"
"69719";"GM0014";"2009JJ00";"184227";"187298"
"69732";"GM0014";"2010JJ00";"187298";"189991"
"69745";"GM0014";"2011JJ00";"189991";"193127"
"69758";"GM0014";"2012JJ00";"193127";"195418"
"69771";"GM0014";"2013JJ00";"195418";"198317"
"69784";"GM0014";"2014JJ00";"198317";"200336"
"69797";"GM0014";"2015JJ00";"200336";"200952"
"69810";"GM0014";"2016JJ00";"200952";"201603"
"69823";"GM0014";"2017JJ00";"202636";"202810"
"69836";"GM0014";"2018JJ00";"202810";"203819"
"69849";"GM0014";"2019JJ00";"231299";"232874"
"69862";"GM0014";"2020JJ00";"232874";"233273"
"69875";"GM0014";"2021JJ00";"233273";"234950"
"69888";"GM0014";"2022JJ00";"234950";"238147"
"69901";"GM0014";"2023JJ00";"238147";"243768"
"69914";"GM0014";"2024JJ00";"243768";"244441"
"69932";"GM0015";"2002JJ00";"12261";"12277"
"69945";"GM0015";"2003JJ00";"12277";"11934"
"69958";"GM0015";"2004JJ00";"11934";"12048"
"69971";"GM0015";"2005JJ00";"12048";"12102"
"69984";"GM0015";"2006JJ00";"12102";"12148"
"69997";"GM0015";"2007JJ00";"12148";"12208"
"70010";"GM0015";"2008JJ00";"12208";"12191"
"70023";"GM0015";"2009JJ00";"12191";"12141"
"70036";"GM0015";"2010JJ00";"12141";"12209"
"70049";"GM0015";"2011JJ00";"12209";"12275"
"70062";"GM0015";"2012JJ00";"12275";"12222"
"70075";"GM0015";"2013JJ00";"12222";"12165"
"70088";"GM0015";"2014JJ00";"12165";"12123"
