"ID";"RegioS";"Perioden";"BevolkingAanHetBeginVanDePeriode_1";"BevolkingAanHetEindeVanDePeriode_15"
"113204";"GM0563";"2010JJ00";;
"113217";"GM0563";"2011JJ00";;
"113230";"GM0563";"2012JJ00";;
"113243";"GM0563";"2013JJ00";;
"113256";"GM0563";"2014JJ00";;
"113269";"GM0563";"2015JJ00";;
"113282";"GM0563";"2016JJ00";;
"113295";"GM0563";"2017JJ00";;
"113308";"GM0563";"2018JJ00";;
"113321";"GM0563";"2019JJ00";;
"113334";"GM0563";"2020JJ00";;
"113347";"GM0563";"2021JJ00";;
"113360";"GM0563";"2022JJ00";;
"113373";"GM0563";"2023JJ00";;
"113386";"GM0563";"2024JJ00";;
"113404";"GM0424";"2002JJ00";"6726";"6647"
"113417";"GM0424";"2003JJ00";"6647";"6656"
"113430";"GM0424";"2004JJ00";"6656";"6675"
"113443";"GM0424";"2005JJ00";"6675";"6645"
"113456";"GM0424";"2006JJ00";"6645";"6657"
"113469";"GM0424";"2007JJ00";"6657";"6608"
"113482";"GM0424";"2008JJ00";"6608";"6561"
"113495";"GM0424";"2009JJ00";"6561";"6500"
"113508";"GM0424";"2010JJ00";"6500";"6499"
"113521";"GM0424";"2011JJ00";"6499";"6466"
"113534";"GM0424";"2012JJ00";"6466";"6393"
"113547";"GM0424";"2013JJ00";"6393";"6287"
"113560";"GM0424";"2014JJ00";"6287";"6249"
"113573";"GM0424";"2015JJ00";"6249";"6202"
"113586";"GM0424";"2016JJ00";;
"113599";"GM0424";"2017JJ00";;
"113612";"GM0424";"2018JJ00";;
"113625";"GM0424";"2019JJ00";;
"113638";"GM0424";"2020JJ00";;
"113651";"GM0424";"2021JJ00";;
"113664";"GM0424";"2022JJ00";;
"113677";"GM0424";"2023JJ00";;
"113690";"GM0424";"2024JJ00";;
"113708";"GM0565";"2002JJ00";"28928";"28774"
"113721";"GM0565";"2003JJ00";"28774";"29094"
"113734";"GM0565";"2004JJ00";;
"113747";"GM0565";"2005JJ00";;
"113760";"GM0565";"2006JJ00";;
"113773";"GM0565";"2007JJ00";;
"113786";"GM0565";"2008JJ00";;
"113799";"GM0565";"2009JJ00";;
"113812";"GM0565";"2010JJ00";;
"113825";"GM0565";"2011JJ00";;
"113838";"GM0565";"2012JJ00";;
"113851";"GM0565";"2013JJ00";;
"113864";"GM0565";"2014JJ00";;
"113877";"GM0565";"2015JJ00";;
"113890";"GM0565";"2016JJ00";;
"113903";"GM0565";"2017JJ00";;
"113916";"GM0565";"2018JJ00";;
"113929";"GM0565";"2019JJ00";;
"113942";"GM0565";"2020JJ00";;
"113955";"GM0565";"2021JJ00";;
"113968";"GM0565";"2022JJ00";;
"113981";"GM0565";"2023JJ00";;
"113994";"GM0565";"2024JJ00";;
"114012";"GM0425";"2002JJ00";"16960";"16947"
"114025";"GM0425";"2003JJ00";"16947";"17031"
"114038";"GM0425";"2004JJ00";"17031";"17110"
"114051";"GM0425";"2005JJ00";"17110";"17104"
"114064";"GM0425";"2006JJ00";"17104";"17168"
"114077";"GM0425";"2007JJ00";"17168";"17140"
"114090";"GM0425";"2008JJ00";"17140";"16998"
"114103";"GM0425";"2009JJ00";"16998";"17152"
"114116";"GM0425";"2010JJ00";"17152";"17185"
"114129";"GM0425";"2011JJ00";"17185";"17163"
"114142";"GM0425";"2012JJ00";"17163";"17263"
"114155";"GM0425";"2013JJ00";"17263";"17205"
"114168";"GM0425";"2014JJ00";"17205";"17209"
"114181";"GM0425";"2015JJ00";"17209";"17397"
"114194";"GM0425";"2016JJ00";;
"114207";"GM0425";"2017JJ00";;
"114220";"GM0425";"2018JJ00";;
"114233";"GM0425";"2019JJ00";;
"114246";"GM0425";"2020JJ00";;
"114259";"GM0425";"2021JJ00";;
"114272";"GM0425";"2022JJ00";;
"114285";"GM0425";"2023JJ00";;
"114298";"GM0425";"2024JJ00";;
"114316";"GM1740";"2002JJ00";;
"114329";"GM1740";"2003JJ00";;
"114342";"GM1740";"2004JJ00";"22289";"22359"
"114355";"GM1740";"2005JJ00";"22359";"22378"
"114368";"GM1740";"2006JJ00";"22378";"22309"
"114381";"GM1740";"2007JJ00";"22309";"22424"
"114394";"GM1740";"2008JJ00";"22424";"22561"
"114407";"GM1740";"2009JJ00";"22561";"22553"
"114420";"GM1740";"2010JJ00";"22553";"22620"
"114433";"GM1740";"2011JJ00";"22620";"22614"
"114446";"GM1740";"2012JJ00";"22614";"22593"
"114459";"GM1740";"2013JJ00";"22593";"22575"
"114472";"GM1740";"2014JJ00";"22555";"22728"
"114485";"GM1740";"2015JJ00";"22728";"23049"
"114498";"GM1740";"2016JJ00";"23049";"23303"
"114511";"GM1740";"2017JJ00";"23303";"23615"
"114524";"GM1740";"2018JJ00";"23615";"24034"
"114537";"GM1740";"2019JJ00";"24034";"24339"
"114550";"GM1740";"2020JJ00";"24339";"24648"
"114563";"GM1740";"2021JJ00";"24648";"25032"
"114576";"GM1740";"2022JJ00";"25032";"25448"
"114589";"GM1740";"2023JJ00";"25448";"25708"
"114602";"GM1740";"2024JJ00";"25708";"25781"
"114620";"GM0643";"2002JJ00";"14910";"14860"
"114633";"GM0643";"2003JJ00";"14860";"14831"
"114646";"GM0643";"2004JJ00";"14831";"14768"
"114659";"GM0643";"2005JJ00";"14768";"14690"
"114672";"GM0643";"2006JJ00";"14690";"14521"
"114685";"GM0643";"2007JJ00";"14521";"14308"
"114698";"GM0643";"2008JJ00";"14308";"14191"
"114711";"GM0643";"2009JJ00";"14191";"14087"
"114724";"GM0643";"2010JJ00";"14087";"13994"
"114737";"GM0643";"2011JJ00";"13994";"13992"
"114750";"GM0643";"2012JJ00";"13992";"14131"
"114763";"GM0643";"2013JJ00";"14131";"14075"
"114776";"GM0643";"2014JJ00";"14075";"14143"
"114789";"GM0643";"2015JJ00";;
"114802";"GM0643";"2016JJ00";;
"114815";"GM0643";"2017JJ00";;
"114828";"GM0643";"2018JJ00";;
"114841";"GM0643";"2019JJ00";;
"114854";"GM0643";"2020JJ00";;
"114867";"GM0643";"2021JJ00";;
"114880";"GM0643";"2022JJ00";;
"114893";"GM0643";"2023JJ00";;
"114906";"GM0643";"2024JJ00";;
"114924";"GM0946";"2002JJ00";"16136";"16104"
"114937";"GM0946";"2003JJ00";"16104";"16100"
"114950";"GM0946";"2004JJ00";"16100";"16265"
"114963";"GM0946";"2005JJ00";"16265";"16446"
"114976";"GM0946";"2006JJ00";"16446";"16539"
"114989";"GM0946";"2007JJ00";"16539";"16665"
"115002";"GM0946";"2008JJ00";"16665";"16695"
"115015";"GM0946";"2009JJ00";"16695";"16607"
"115028";"GM0946";"2010JJ00";"16607";"16678"
"115041";"GM0946";"2011JJ00";"16678";"16771"
"115054";"GM0946";"2012JJ00";"16771";"16785"
"115067";"GM0946";"2013JJ00";"16785";"16751"
"115080";"GM0946";"2014JJ00";"16751";"16776"
"115093";"GM0946";"2015JJ00";"16776";"16793"
"115106";"GM0946";"2016JJ00";"16793";"16864"
"115119";"GM0946";"2017JJ00";"16864";"17038"
"115132";"GM0946";"2018JJ00";"17038";"17001"
"115145";"GM0946";"2019JJ00";"17001";"17019"
"115158";"GM0946";"2020JJ00";"17019";"17171"
"115171";"GM0946";"2021JJ00";"17171";"17323"
"115184";"GM0946";"2022JJ00";"17323";"17499"
"115197";"GM0946";"2023JJ00";"17499";"17492"
"115210";"GM0946";"2024JJ00";"17492";"17512"
"115228";"GM0266";"2002JJ00";"11021";"11057"
"115241";"GM0266";"2003JJ00";"11057";"10971"
"115254";"GM0266";"2004JJ00";"10971";"10915"
"115267";"GM0266";"2005JJ00";;
"115280";"GM0266";"2006JJ00";;
"115293";"GM0266";"2007JJ00";;
"115306";"GM0266";"2008JJ00";;
"115319";"GM0266";"2009JJ00";;
"115332";"GM0266";"2010JJ00";;
"115345";"GM0266";"2011JJ00";;
"115358";"GM0266";"2012JJ00";;
"115371";"GM0266";"2013JJ00";;
"115384";"GM0266";"2014JJ00";;
"115397";"GM0266";"2015JJ00";;
"115410";"GM0266";"2016JJ00";;
"115423";"GM0266";"2017JJ00";;
"115436";"GM0266";"2018JJ00";;
"115449";"GM0266";"2019JJ00";;
"115462";"GM0266";"2020JJ00";;
"115475";"GM0266";"2021JJ00";;
"115488";"GM0266";"2022JJ00";;
"115501";"GM0266";"2023JJ00";;
"115514";"GM0266";"2024JJ00";;
"115532";"GM0304";"2002JJ00";"11406";"11388"
"115545";"GM0304";"2003JJ00";"11388";"11460"
"115558";"GM0304";"2004JJ00";"11460";"11696"
"115571";"GM0304";"2005JJ00";"11696";"11775"
"115584";"GM0304";"2006JJ00";"11775";"11850"
"115597";"GM0304";"2007JJ00";"11850";"11851"
"115610";"GM0304";"2008JJ00";"11851";"11836"
"115623";"GM0304";"2009JJ00";"11836";"11880"
"115636";"GM0304";"2010JJ00";"11880";"11843"
"115649";"GM0304";"2011JJ00";"11843";"11930"
"115662";"GM0304";"2012JJ00";"11930";"12022"
"115675";"GM0304";"2013JJ00";"12022";"12020"
"115688";"GM0304";"2014JJ00";"12020";"12038"
"115701";"GM0304";"2015JJ00";"12038";"12122"
"115714";"GM0304";"2016JJ00";"12122";"12344"
"115727";"GM0304";"2017JJ00";"12344";"12397"
"115740";"GM0304";"2018JJ00";"12397";"12468"
"115753";"GM0304";"2019JJ00";;
"115766";"GM0304";"2020JJ00";;
"115779";"GM0304";"2021JJ00";;
"115792";"GM0304";"2022JJ00";;
"115805";"GM0304";"2023JJ00";;
"115818";"GM0304";"2024JJ00";;
"115836";"GM0412";"2002JJ00";"11501";"11554"
"115849";"GM0412";"2003JJ00";"11554";"11617"
"115862";"GM0412";"2004JJ00";"11617";"11757"
"115875";"GM0412";"2005JJ00";"11757";"11793"
"115888";"GM0412";"2006JJ00";"11793";"11974"
"115901";"GM0412";"2007JJ00";"11974";"12046"
"115914";"GM0412";"2008JJ00";"12046";"12136"
"115927";"GM0412";"2009JJ00";"12136";"12137"
"115940";"GM0412";"2010JJ00";"12137";"12222"
"115953";"GM0412";"2011JJ00";"12222";"12272"
"115966";"GM0412";"2012JJ00";;
"115979";"GM0412";"2013JJ00";;
"115992";"GM0412";"2014JJ00";;
"116005";"GM0412";"2015JJ00";;
"116018";"GM0412";"2016JJ00";;
"116031";"GM0412";"2017JJ00";;
"116044";"GM0412";"2018JJ00";;
"116057";"GM0412";"2019JJ00";;
"116070";"GM0412";"2020JJ00";;
"116083";"GM0412";"2021JJ00";;
"116096";"GM0412";"2022JJ00";;
"116109";"GM0412";"2023JJ00";;
"116122";"GM0412";"2024JJ00";;
"116140";"GM0356";"2002JJ00";"62140";"62124"
"116153";"GM0356";"2003JJ00";"62124";"61803"
"116166";"GM0356";"2004JJ00";"61803";"61449"
"116179";"GM0356";"2005JJ00";"61449";"61605"
"116192";"GM0356";"2006JJ00";"61605";"61365"
"116205";"GM0356";"2007JJ00";"61365";"61087"
"116218";"GM0356";"2008JJ00";"61087";"61007"
"116231";"GM0356";"2009JJ00";"61007";"60896"
"116244";"GM0356";"2010JJ00";"60896";"60947"
"116257";"GM0356";"2011JJ00";"60947";"60720"
"116270";"GM0356";"2012JJ00";"60720";"60895"
"116283";"GM0356";"2013JJ00";"60895";"61038"
"116296";"GM0356";"2014JJ00";"61038";"61264"
"116309";"GM0356";"2015JJ00";"61264";"61749"
"116322";"GM0356";"2016JJ00";"61749";"61868"
"116335";"GM0356";"2017JJ00";"61868";"62426"
"116348";"GM0356";"2018JJ00";"62426";"63036"
"116361";"GM0356";"2019JJ00";"63036";"63462"
"116374";"GM0356";"2020JJ00";"63462";"63866"
"116387";"GM0356";"2021JJ00";"63866";"64554"
"116400";"GM0356";"2022JJ00";"64554";"65426"
"116413";"GM0356";"2023JJ00";"65426";"65971"
"116426";"GM0356";"2024JJ00";"65971";"66788"
"116444";"GM0567";"2002JJ00";"22131";"22380"
"116457";"GM0567";"2003JJ00";"22380";"22344"
"116470";"GM0567";"2004JJ00";"22344";"22216"
"116483";"GM0567";"2005JJ00";"22216";"22140"
"116496";"GM0567";"2006JJ00";"22140";"21933"
"116509";"GM0567";"2007JJ00";"21933";"21741"
"116522";"GM0567";"2008JJ00";"21741";"21651"
"116535";"GM0567";"2009JJ00";"21651";"21604"
"116548";"GM0567";"2010JJ00";;
"116561";"GM0567";"2011JJ00";;
"116574";"GM0567";"2012JJ00";;
"116587";"GM0567";"2013JJ00";;
"116600";"GM0567";"2014JJ00";;
"116613";"GM0567";"2015JJ00";;
"116626";"GM0567";"2016JJ00";;
"116639";"GM0567";"2017JJ00";;
"116652";"GM0567";"2018JJ00";;
"116665";"GM0567";"2019JJ00";;
"116678";"GM0567";"2020JJ00";;
"116691";"GM0567";"2021JJ00";;
"116704";"GM0567";"2022JJ00";;
"116717";"GM0567";"2023JJ00";;
"116730";"GM0567";"2024JJ00";;
"116748";"GM0569";"2002JJ00";"11005";"11056"
"116761";"GM0569";"2003JJ00";"11056";"11092"
"116774";"GM0569";"2004JJ00";"11092";"11122"
"116787";"GM0569";"2005JJ00";"11122";"11122"
"116800";"GM0569";"2006JJ00";"11122";"11062"
"116813";"GM0569";"2007JJ00";"26987";"26777"
"116826";"GM0569";"2008JJ00";"26777";"26757"
"116839";"GM0569";"2009JJ00";"26757";"26929"
"116852";"GM0569";"2010JJ00";"26929";"26988"
"116865";"GM0569";"2011JJ00";"26988";"26974"
"116878";"GM0569";"2012JJ00";"26974";"27082"
"116891";"GM0569";"2013JJ00";"27082";"27104"
"116904";"GM0569";"2014JJ00";"27104";"27114"
"116917";"GM0569";"2015JJ00";"27114";"27433"
"116930";"GM0569";"2016JJ00";"27433";"27914"
"116943";"GM0569";"2017JJ00";"27914";"28269"
"116956";"GM0569";"2018JJ00";"28269";"28628"
"116969";"GM0569";"2019JJ00";"28628";"28811"
"116982";"GM0569";"2020JJ00";"28811";"29151"
"116995";"GM0569";"2021JJ00";"29151";"29304"
"117008";"GM0569";"2022JJ00";"29304";"29463"
"117021";"GM0569";"2023JJ00";"29463";"29501"
"117034";"GM0569";"2024JJ00";"29501";"29521"
"117052";"GM0571";"2002JJ00";"9397";"9425"
"117065";"GM0571";"2003JJ00";"9425";"9539"
"117078";"GM0571";"2004JJ00";"9539";"9577"
"117091";"GM0571";"2005JJ00";"9577";"9457"
"117104";"GM0571";"2006JJ00";"9457";"9444"
"117117";"GM0571";"2007JJ00";"9444";"9503"
"117130";"GM0571";"2008JJ00";"9503";"9525"
"117143";"GM0571";"2009JJ00";"9525";"9530"
"117156";"GM0571";"2010JJ00";"9530";"9541"
"117169";"GM0571";"2011JJ00";"9541";"9520"
"117182";"GM0571";"2012JJ00";"9520";"9526"
"117195";"GM0571";"2013JJ00";;
"117208";"GM0571";"2014JJ00";;
"117221";"GM0571";"2015JJ00";;
"117234";"GM0571";"2016JJ00";;
"117247";"GM0571";"2017JJ00";;
"117260";"GM0571";"2018JJ00";;
"117273";"GM0571";"2019JJ00";;
"117286";"GM0571";"2020JJ00";;
"117299";"GM0571";"2021JJ00";;
"117312";"GM0571";"2022JJ00";;
"117325";"GM0571";"2023JJ00";;
"117338";"GM0571";"2024JJ00";;
"117356";"GM0104";"2002JJ00";"10924";"10903"
"117369";"GM0104";"2003JJ00";"10903";"10931"
"117382";"GM0104";"2004JJ00";"10931";"10940"
"117395";"GM0104";"2005JJ00";"10940";"10868"
"117408";"GM0104";"2006JJ00";"10868";"10886"
"117421";"GM0104";"2007JJ00";"10886";"11040"
"117434";"GM0104";"2008JJ00";"11040";"10955"
"117447";"GM0104";"2009JJ00";"10955";"10947"
"117460";"GM0104";"2010JJ00";"10947";"10971"
"117473";"GM0104";"2011JJ00";;
"117486";"GM0104";"2012JJ00";;
"117499";"GM0104";"2013JJ00";;
"117512";"GM0104";"2014JJ00";;
"117525";"GM0104";"2015JJ00";;
"117538";"GM0104";"2016JJ00";;
"117551";"GM0104";"2017JJ00";;
"117564";"GM0104";"2018JJ00";;
"117577";"GM0104";"2019JJ00";;
"117590";"GM0104";"2020JJ00";;
"117603";"GM0104";"2021JJ00";;
"117616";"GM0104";"2022JJ00";;
"117629";"GM0104";"2023JJ00";;
"117642";"GM0104";"2024JJ00";;
"117660";"GM0267";"2002JJ00";"37327";"37631"
"117673";"GM0267";"2003JJ00";"37631";"37983"
"117686";"GM0267";"2004JJ00";"37983";"38419"
"117699";"GM0267";"2005JJ00";"38419";"38695"
"117712";"GM0267";"2006JJ00";"38695";"38879"
"117725";"GM0267";"2007JJ00";"38879";"38982"
"117738";"GM0267";"2008JJ00";"38982";"39080"
"117751";"GM0267";"2009JJ00";"39080";"39538"
"117764";"GM0267";"2010JJ00";"39538";"39788"
"117777";"GM0267";"2011JJ00";"39788";"40126"
"117790";"GM0267";"2012JJ00";"40126";"40355"
"117803";"GM0267";"2013JJ00";"40355";"40649"
"117816";"GM0267";"2014JJ00";"40638";"40870"
"117829";"GM0267";"2015JJ00";"40870";"41199"
"117842";"GM0267";"2016JJ00";"41199";"41775"
"117855";"GM0267";"2017JJ00";"41775";"42307"
"117868";"GM0267";"2018JJ00";"42307";"42943"
"117881";"GM0267";"2019JJ00";"42943";"43171"
"117894";"GM0267";"2020JJ00";"43171";"43600"
"117907";"GM0267";"2021JJ00";"43600";"44311"
"117920";"GM0267";"2022JJ00";"44311";"44975"
"117933";"GM0267";"2023JJ00";"44975";"45361"
"117946";"GM0267";"2024JJ00";"45361";"45720"
"117964";"GM0268";"2002JJ00";"154616";"156198"
"117977";"GM0268";"2003JJ00";"156198";"157466"
"117990";"GM0268";"2004JJ00";"157466";"158215"
"118003";"GM0268";"2005JJ00";"158215";"159522"
"118016";"GM0268";"2006JJ00";"159522";"160907"
"118029";"GM0268";"2007JJ00";"160907";"161251"
"118042";"GM0268";"2008JJ00";"161251";"161817"
"118055";"GM0268";"2009JJ00";"161817";"162963"
"118068";"GM0268";"2010JJ00";"162963";"164223"
"118081";"GM0268";"2011JJ00";"164223";"165182"
"118094";"GM0268";"2012JJ00";"165182";"166382"
"118107";"GM0268";"2013JJ00";"166382";"168292"
"118120";"GM0268";"2014JJ00";"168292";"170681"
"118133";"GM0268";"2015JJ00";"170681";"172064"
"118146";"GM0268";"2016JJ00";"172064";"173556"
"118159";"GM0268";"2017JJ00";"173556";"175948"
"118172";"GM0268";"2018JJ00";"175948";"176756"
"118185";"GM0268";"2019JJ00";"176731";"177659"
"118198";"GM0268";"2020JJ00";"177659";"177359"
"118211";"GM0268";"2021JJ00";"177359";"179100"
"118224";"GM0268";"2022JJ00";"179100";"182480"
"118237";"GM0268";"2023JJ00";"182480";"187049"
"118250";"GM0268";"2024JJ00";"187049";"189007"
"118268";"GM1930";"2002JJ00";;
"118281";"GM1930";"2003JJ00";;
"118294";"GM1930";"2004JJ00";;
"118307";"GM1930";"2005JJ00";;
"118320";"GM1930";"2006JJ00";;
"118333";"GM1930";"2007JJ00";;
"118346";"GM1930";"2008JJ00";;
"118359";"GM1930";"2009JJ00";;
"118372";"GM1930";"2010JJ00";;
"118385";"GM1930";"2011JJ00";;
"118398";"GM1930";"2012JJ00";;
"118411";"GM1930";"2013JJ00";;
"118424";"GM1930";"2014JJ00";;
"118437";"GM1930";"2015JJ00";"85121";"85293"
"118450";"GM1930";"2016JJ00";"85293";"85401"
"118463";"GM1930";"2017JJ00";"85401";"85801"
"118476";"GM1930";"2018JJ00";"84593";"84797"
"118489";"GM1930";"2019JJ00";"84797";"85219"
"118502";"GM1930";"2020JJ00";"85219";"85440"
"118515";"GM1930";"2021JJ00";"85440";"86332"
"118528";"GM1930";"2022JJ00";"86332";"86833"
"118541";"GM1930";"2023JJ00";"86833";"87639"
"118554";"GM1930";"2024JJ00";"87639";"88341"
"118572";"GM1970";"2002JJ00";;
"118585";"GM1970";"2003JJ00";;
"118598";"GM1970";"2004JJ00";;
"118611";"GM1970";"2005JJ00";;
"118624";"GM1970";"2006JJ00";;
"118637";"GM1970";"2007JJ00";;
"118650";"GM1970";"2008JJ00";;
"118663";"GM1970";"2009JJ00";;
"118676";"GM1970";"2010JJ00";;
"118689";"GM1970";"2011JJ00";;
"118702";"GM1970";"2012JJ00";;
"118715";"GM1970";"2013JJ00";;
"118728";"GM1970";"2014JJ00";;
"118741";"GM1970";"2015JJ00";;
"118754";"GM1970";"2016JJ00";;
"118767";"GM1970";"2017JJ00";;
"118780";"GM1970";"2018JJ00";;
"118793";"GM1970";"2019JJ00";"45181";"45228"
"118806";"GM1970";"2020JJ00";"45228";"45481"
"118819";"GM1970";"2021JJ00";"45481";"45593"
"118832";"GM1970";"2022JJ00";"45593";"45812"
"118845";"GM1970";"2023JJ00";"45812";"45866"
"118858";"GM1970";"2024JJ00";"45866";"45864"
"118876";"GM1695";"2002JJ00";"7052";"7127"
"118889";"GM1695";"2003JJ00";"7127";"7124"
"118902";"GM1695";"2004JJ00";"7124";"7195"
"118915";"GM1695";"2005JJ00";"7195";"7200"
"118928";"GM1695";"2006JJ00";"7200";"7267"
"118941";"GM1695";"2007JJ00";"7267";"7289"
"118954";"GM1695";"2008JJ00";"7289";"7327"
"118967";"GM1695";"2009JJ00";"7327";"7397"
"118980";"GM1695";"2010JJ00";"7397";"7474"
"118993";"GM1695";"2011JJ00";"7474";"7522"
"119006";"GM1695";"2012JJ00";"7522";"7509"
"119019";"GM1695";"2013JJ00";"7509";"7530"
"119032";"GM1695";"2014JJ00";"7530";"7433"
"119045";"GM1695";"2015JJ00";"7433";"7421"
"119058";"GM1695";"2016JJ00";"7421";"7382"
"119071";"GM1695";"2017JJ00";"7382";"7314"
"119084";"GM1695";"2018JJ00";"7314";"7308"
"119097";"GM1695";"2019JJ00";"7308";"7392"
"119110";"GM1695";"2020JJ00";"7392";"7581"
"119123";"GM1695";"2021JJ00";"7581";"7668"
"119136";"GM1695";"2022JJ00";"7668";"7857"
"119149";"GM1695";"2023JJ00";"7857";"7943"
"119162";"GM1695";"2024JJ00";"7943";"8046"
"119180";"GM1699";"2002JJ00";"31565";"31936"
"119193";"GM1699";"2003JJ00";"31936";"32129"
"119206";"GM1699";"2004JJ00";"32129";"31712"
"119219";"GM1699";"2005JJ00";"31712";"31573"
"119232";"GM1699";"2006JJ00";"31573";"31439"
"119245";"GM1699";"2007JJ00";"31439";"31253"
"119258";"GM1699";"2008JJ00";"31253";"31075"
"119271";"GM1699";"2009JJ00";"31075";"30808"
"119284";"GM1699";"2010JJ00";"30808";"30794"
"119297";"GM1699";"2011JJ00";"30794";"30955"
"119310";"GM1699";"2012JJ00";"30955";"31024"
"119323";"GM1699";"2013JJ00";"31024";"31087"
"119336";"GM1699";"2014JJ00";"31087";"31137"
"119349";"GM1699";"2015JJ00";"31137";"31039"
"119362";"GM1699";"2016JJ00";"31039";"32981"
"119375";"GM1699";"2017JJ00";"32981";"32370"
"119388";"GM1699";"2018JJ00";"32370";"31290"
"119401";"GM1699";"2019JJ00";"31290";"31253"
"119414";"GM1699";"2020JJ00";"31253";"31214"
"119427";"GM1699";"2021JJ00";"31214";"31238"
"119440";"GM1699";"2022JJ00";"31238";"31591"
"119453";"GM1699";"2023JJ00";"31591";"31686"
"119466";"GM1699";"2024JJ00";"31686";"31751"
"119484";"GM0529";"2002JJ00";"10517";"10456"
"119497";"GM0529";"2003JJ00";"10456";"10500"
"119510";"GM0529";"2004JJ00";"10500";"10530"
"119523";"GM0529";"2005JJ00";"10530";"10553"
"119536";"GM0529";"2006JJ00";"10553";"10596"
"119549";"GM0529";"2007JJ00";;
"119562";"GM0529";"2008JJ00";;
"119575";"GM0529";"2009JJ00";;
"119588";"GM0529";"2010JJ00";;
"119601";"GM0529";"2011JJ00";;
"119614";"GM0529";"2012JJ00";;
"119627";"GM0529";"2013JJ00";;
"119640";"GM0529";"2014JJ00";;
"119653";"GM0529";"2015JJ00";;
"119666";"GM0529";"2016JJ00";;
"119679";"GM0529";"2017JJ00";;
"119692";"GM0529";"2018JJ00";;
"119705";"GM0529";"2019JJ00";;
"119718";"GM0529";"2020JJ00";;
"119731";"GM0529";"2021JJ00";;
"119744";"GM0529";"2022JJ00";;
"119757";"GM0529";"2023JJ00";;
"119770";"GM0529";"2024JJ00";;
"119788";"GM0171";"2002JJ00";"44252";"44741"
"119801";"GM0171";"2003JJ00";"44741";"45568"
"119814";"GM0171";"2004JJ00";"45568";"45600"
"119827";"GM0171";"2005JJ00";"45600";"45739"
"119840";"GM0171";"2006JJ00";"45739";"45777"
"119853";"GM0171";"2007JJ00";"45777";"45716"
"119866";"GM0171";"2008JJ00";"45716";"45814"
"119879";"GM0171";"2009JJ00";"45814";"46090"
"119892";"GM0171";"2010JJ00";"46090";"46253"
"119905";"GM0171";"2011JJ00";"46253";"46342"
"119918";"GM0171";"2012JJ00";"46342";"46284"
"119931";"GM0171";"2013JJ00";"46284";"46356"
"119944";"GM0171";"2014JJ00";"46356";"46479"
"119957";"GM0171";"2015JJ00";"46479";"46439"
"119970";"GM0171";"2016JJ00";"46439";"46544"
"119983";"GM0171";"2017JJ00";"46544";"46625"
"119996";"GM0171";"2018JJ00";"46625";"46862"
"120009";"GM0171";"2019JJ00";"46849";"47291"
"120022";"GM0171";"2020JJ00";"47291";"47583"
"120035";"GM0171";"2021JJ00";"47583";"48048"
"120048";"GM0171";"2022JJ00";"48048";"49729"
"120061";"GM0171";"2023JJ00";"49729";"50035"
"120074";"GM0171";"2024JJ00";"50035";"50788"
"120092";"GM0575";"2002JJ00";"24548";"24542"
"120105";"GM0575";"2003JJ00";"24542";"24452"
"120118";"GM0575";"2004JJ00";"24452";"24561"
"120131";"GM0575";"2005JJ00";"24561";"24673"
"120144";"GM0575";"2006JJ00";"24673";"24700"
"120157";"GM0575";"2007JJ00";"24700";"24906"
"120170";"GM0575";"2008JJ00";"24906";"25335"
"120183";"GM0575";"2009JJ00";"25335";"25407"
"120196";"GM0575";"2010JJ00";"25407";"25438"
"120209";"GM0575";"2011JJ00";"25438";"25517"
"120222";"GM0575";"2012JJ00";"25517";"25671"
"120235";"GM0575";"2013JJ00";"25671";"25691"
"120248";"GM0575";"2014JJ00";"25691";"25604"
"120261";"GM0575";"2015JJ00";"25604";"25760"
"120274";"GM0575";"2016JJ00";"25760";"25867"
"120287";"GM0575";"2017JJ00";"25867";"26056"
"120300";"GM0575";"2018JJ00";"26056";"26174"
"120313";"GM0575";"2019JJ00";"42859";"43508"
"120326";"GM0575";"2020JJ00";"43508";"44062"
"120339";"GM0575";"2021JJ00";"44062";"44365"
"120352";"GM0575";"2022JJ00";"44365";"45179"
"120365";"GM0575";"2023JJ00";"45179";"45734"
"120378";"GM0575";"2024JJ00";"45734";"45929"
"120396";"GM0576";"2002JJ00";"15253";"15113"
"120409";"GM0576";"2003JJ00";"15113";"15092"
"120422";"GM0576";"2004JJ00";"15092";"15123"
"120435";"GM0576";"2005JJ00";"15123";"15166"
"120448";"GM0576";"2006JJ00";"15166";"15294"
"120461";"GM0576";"2007JJ00";"15294";"15399"
"120474";"GM0576";"2008JJ00";"15399";"15355"
"120487";"GM0576";"2009JJ00";"15355";"15555"
"120500";"GM0576";"2010JJ00";"15555";"15601"
"120513";"GM0576";"2011JJ00";"15601";"15648"
"120526";"GM0576";"2012JJ00";"15648";"15740"
"120539";"GM0576";"2013JJ00";"15740";"15956"
"120552";"GM0576";"2014JJ00";"15956";"16063"
"120565";"GM0576";"2015JJ00";"16063";"16140"
"120578";"GM0576";"2016JJ00";"16140";"16318"
"120591";"GM0576";"2017JJ00";"16318";"16605"
"120604";"GM0576";"2018JJ00";"16605";"16685"
"120617";"GM0576";"2019JJ00";;
"120630";"GM0576";"2020JJ00";;
"120643";"GM0576";"2021JJ00";;
"120656";"GM0576";"2022JJ00";;
"120669";"GM0576";"2023JJ00";;
"120682";"GM0576";"2024JJ00";;
"120700";"GM0820";"2002JJ00";"23645";"23514"
